text,intent,satisfaction_score
🙂 I have a question about my medical bill,billing_query,9.098
Can I schedule a checkup for next week 🙂,book_appointment,10.000
Not happy with the delay. Requesting a refill for my meds,prescription_refill,2.842
No rush. I have a question about my medical bill,billing_query,5.633
I need to cancel my appointment tomorrow I'm very worried.,cancel_appointment,1.431
Thank you! Please explain this insurance charge,billing_query,8.109
I need help with a billing dispute No rush.,billing_query,5.402
🙂 Please explain this insurance charge,billing_query,8.434
Please respond ASAP. I have a sore throat and swollen glands,symptom_check,2.949
I'm very worried. Can you refill my prescription for insulin,prescription_refill,1.608
Okay. Can I schedule a checkup for next week,book_appointment,6.509
I have a sore throat and swollen glands I'm very worried.,symptom_check,3.159
I'm very worried. I need a refill for my blood pressure medication,prescription_refill,0.146
I need to cancel my appointment tomorrow I'm very worried.,cancel_appointment,1.631
Okay. I have a question about my medical bill,billing_query,5.167
"I can't make my appointment, cancel it Whenever possible.",cancel_appointment,5.362
🙂 I want to see a doctor about a routine visit,book_appointment,8.838
"That helps, thanks. Have my lab results come in yet",lab_results,8.753
I want to know the outcome of my recent labs Thank you!,lab_results,8.747
I need help with a billing dispute,billing_query,3.579
Thank you! Please explain this insurance charge,billing_query,7.897
Can you refill my prescription for insulin Whenever possible.,prescription_refill,4.275
Please cancel my visit with Dr. Smith Please respond ASAP.,cancel_appointment,0.229
I have a question about my medical bill,billing_query,4.830
Whenever possible. Cancel my scheduled appointment,cancel_appointment,6.658
This is urgent. Please process my prescription refill,prescription_refill,3.685
I need help with a billing dispute Much appreciated.,billing_query,7.793
I need to cancel my appointment tomorrow Please respond ASAP.,cancel_appointment,1.962
Please process my prescription refill I'm very worried.,prescription_refill,0.000
"I've had a fever and cough for two days, what should I do Thank you!",symptom_check,8.240
"I've had a fever and cough for two days, what should I do I'm very worried.",symptom_check,2.665
Can you send me my blood test results 🙂,lab_results,9.880
Okay. I want to know the outcome of my recent labs,lab_results,3.396
Book an appointment for a physical exam Okay.,book_appointment,5.712
I have a question about my medical bill Whenever possible.,billing_query,4.355
I'm experiencing chest pain and shortness of breath Whenever possible.,symptom_check,4.554
"That helps, thanks. Book an appointment for a physical exam",book_appointment,9.505
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,5.127
Cancel my scheduled appointment This is urgent.,cancel_appointment,0.000
This is urgent. Can I schedule a checkup for next week,book_appointment,0.066
"Not happy with the delay. I've had a fever and cough for two days, what should I do",symptom_check,3.061
I want to know the outcome of my recent labs 🙂,lab_results,10.000
Can you refill my prescription for insulin Okay.,prescription_refill,4.965
Please explain this insurance charge Not happy with the delay.,billing_query,3.139
🙂 I want to know the outcome of my recent labs,lab_results,10.000
Not happy with the delay. Have my lab results come in yet,lab_results,1.420
Why was I charged for that visit,billing_query,5.647
Much appreciated. I'm experiencing chest pain and shortness of breath,symptom_check,7.728
Can you send me my blood test results I'm very worried.,lab_results,0.089
"My child has a rash and a fever, is this serious This is urgent.",symptom_check,2.652
🙂 Are my test results available,lab_results,10.000
Please respond ASAP. Are my test results available,lab_results,1.526
I need to book an appointment with my primary care doctor No rush.,book_appointment,6.110
Can you send me my blood test results Thank you!,lab_results,7.940
This is urgent. Please cancel my visit with Dr. Smith,cancel_appointment,1.832
Please cancel my visit with Dr. Smith,cancel_appointment,6.778
"My child has a rash and a fever, is this serious 🙂",symptom_check,8.145
I'm experiencing chest pain and shortness of breath Not happy with the delay.,symptom_check,1.439
"Okay. My child has a rash and a fever, is this serious",symptom_check,4.526
I need help with a billing dispute,billing_query,4.475
"Whenever possible. My child has a rash and a fever, is this serious",symptom_check,5.756
"I can't make my appointment, cancel it Okay.",cancel_appointment,4.310
"My child has a rash and a fever, is this serious Thank you!",symptom_check,9.292
Much appreciated. Can you send me my blood test results,lab_results,10.000
"That helps, thanks. I need a refill for my blood pressure medication",prescription_refill,8.371
I have a sore throat and swollen glands This is urgent.,symptom_check,0.000
I'm very worried. I have a question about my medical bill,billing_query,3.249
I want to see a doctor about a routine visit Whenever possible.,book_appointment,6.079
I want to see a doctor about a routine visit Much appreciated.,book_appointment,8.071
"That helps, thanks. I have a sore throat and swollen glands",symptom_check,7.914
I need to book an appointment with my primary care doctor Okay.,book_appointment,5.161
I have a sore throat and swollen glands Much appreciated.,symptom_check,7.565
This is urgent. I need help with a billing dispute,billing_query,3.463
"I'm very worried. My child has a rash and a fever, is this serious",symptom_check,2.188
Cancel my scheduled appointment,cancel_appointment,3.968
"That helps, thanks. Why was I charged for that visit",billing_query,7.621
Please respond ASAP. Can you refill my prescription for insulin,prescription_refill,2.088
"My child has a rash and a fever, is this serious No rush.",symptom_check,5.410
Please respond ASAP. Can you refill my prescription for insulin,prescription_refill,2.174
I need help with a billing dispute,billing_query,4.963
Much appreciated. I'm experiencing chest pain and shortness of breath,symptom_check,8.633
"Please cancel my visit with Dr. Smith That helps, thanks.",cancel_appointment,9.128
"No rush. My child has a rash and a fever, is this serious",symptom_check,5.332
Can you refill my prescription for insulin,prescription_refill,4.302
I need a refill for my blood pressure medication,prescription_refill,5.389
This is urgent. Can you refill my prescription for insulin,prescription_refill,2.348
Please respond ASAP. I have a question about my medical bill,billing_query,1.631
Have my lab results come in yet Thank you!,lab_results,9.847
No rush. Can I schedule a checkup for next week,book_appointment,4.160
This is urgent. I need to cancel my appointment tomorrow,cancel_appointment,2.366
🙂 I have a sore throat and swollen glands,symptom_check,9.339
I need help with a billing dispute 🙂,billing_query,8.844
No rush. Cancel my scheduled appointment,cancel_appointment,5.887
Can you refill my prescription for insulin I'm very worried.,prescription_refill,0.132
Cancel my scheduled appointment I'm very worried.,cancel_appointment,2.342
Much appreciated. Please cancel my visit with Dr. Smith,cancel_appointment,6.593
I need a refill for my blood pressure medication,prescription_refill,6.306
Okay. I'm experiencing chest pain and shortness of breath,symptom_check,5.614
I need help with a billing dispute,billing_query,5.341
Okay. I'm experiencing chest pain and shortness of breath,symptom_check,5.469
Please respond ASAP. Can you send me my blood test results,lab_results,1.363
I need help with a billing dispute Thank you!,billing_query,7.270
Have my lab results come in yet Whenever possible.,lab_results,5.993
"I need to book an appointment with my primary care doctor That helps, thanks.",book_appointment,8.313
This is urgent. I need to book an appointment with my primary care doctor,book_appointment,1.565
"This is urgent. My child has a rash and a fever, is this serious",symptom_check,0.000
Please process my prescription refill Thank you!,prescription_refill,9.013
Cancel my scheduled appointment Please respond ASAP.,cancel_appointment,2.581
I have a sore throat and swollen glands Please respond ASAP.,symptom_check,1.346
Please cancel my visit with Dr. Smith This is urgent.,cancel_appointment,2.303
Please respond ASAP. I want to see a doctor about a routine visit,book_appointment,0.847
No rush. Can you send me my blood test results,lab_results,3.642
I'm very worried. Why was I charged for that visit,billing_query,2.575
"I need help with a billing dispute That helps, thanks.",billing_query,9.211
I need to cancel my appointment tomorrow No rush.,cancel_appointment,4.430
I have a question about my medical bill Please respond ASAP.,billing_query,0.000
Okay. I'm experiencing chest pain and shortness of breath,symptom_check,6.907
Please cancel my visit with Dr. Smith Not happy with the delay.,cancel_appointment,1.478
"I can't make my appointment, cancel it Not happy with the delay.",cancel_appointment,0.817
"My child has a rash and a fever, is this serious Much appreciated.",symptom_check,7.750
"That helps, thanks. I've had a fever and cough for two days, what should I do",symptom_check,8.330
No rush. Why was I charged for that visit,billing_query,4.097
I'm very worried. Please explain this insurance charge,billing_query,1.210
"Why was I charged for that visit That helps, thanks.",billing_query,8.335
"That helps, thanks. My child has a rash and a fever, is this serious",symptom_check,8.496
🙂 Please process my prescription refill,prescription_refill,8.542
I'm experiencing chest pain and shortness of breath Okay.,symptom_check,5.706
I need a refill for my blood pressure medication Much appreciated.,prescription_refill,7.225
"Much appreciated. My child has a rash and a fever, is this serious",symptom_check,8.767
"That helps, thanks. I want to see a doctor about a routine visit",book_appointment,9.247
"Please respond ASAP. I've had a fever and cough for two days, what should I do",symptom_check,3.112
I need to cancel my appointment tomorrow Thank you!,cancel_appointment,9.327
"My child has a rash and a fever, is this serious Okay.",symptom_check,4.970
Not happy with the delay. Please process my prescription refill,prescription_refill,0.440
Cancel my scheduled appointment No rush.,cancel_appointment,5.122
I have a sore throat and swollen glands Not happy with the delay.,symptom_check,2.942
I need to book an appointment with my primary care doctor Much appreciated.,book_appointment,9.405
"I've had a fever and cough for two days, what should I do Thank you!",symptom_check,10.000
Not happy with the delay. Cancel my scheduled appointment,cancel_appointment,3.267
Whenever possible. I need to cancel my appointment tomorrow,cancel_appointment,5.490
Okay. Please process my prescription refill,prescription_refill,4.868
"Please cancel my visit with Dr. Smith That helps, thanks.",cancel_appointment,9.787
Please cancel my visit with Dr. Smith This is urgent.,cancel_appointment,2.524
Can you send me my blood test results I'm very worried.,lab_results,3.087
Why was I charged for that visit This is urgent.,billing_query,2.932
"I can't make my appointment, cancel it Okay.",cancel_appointment,6.386
Can you send me my blood test results This is urgent.,lab_results,1.907
Cancel my scheduled appointment,cancel_appointment,6.724
I have a sore throat and swollen glands Thank you!,symptom_check,8.133
Why was I charged for that visit I'm very worried.,billing_query,0.000
I have a question about my medical bill Whenever possible.,billing_query,4.327
Have my lab results come in yet Much appreciated.,lab_results,9.241
Can you send me my blood test results No rush.,lab_results,5.285
I'm experiencing chest pain and shortness of breath Much appreciated.,symptom_check,8.945
Please cancel my visit with Dr. Smith This is urgent.,cancel_appointment,2.553
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,4.589
"Thank you! I can't make my appointment, cancel it",cancel_appointment,6.461
Whenever possible. Can you send me my blood test results,lab_results,5.565
Please respond ASAP. Please explain this insurance charge,billing_query,2.619
"My child has a rash and a fever, is this serious Please respond ASAP.",symptom_check,1.359
I need a refill for my blood pressure medication No rush.,prescription_refill,6.148
Can you send me my blood test results Thank you!,lab_results,8.587
Please respond ASAP. Requesting a refill for my meds,prescription_refill,0.000
I need to book an appointment with my primary care doctor I'm very worried.,book_appointment,1.151
"I've had a fever and cough for two days, what should I do Thank you!",symptom_check,9.324
Have my lab results come in yet Not happy with the delay.,lab_results,0.801
Cancel my scheduled appointment No rush.,cancel_appointment,4.742
🙂 I want to know the outcome of my recent labs,lab_results,9.799
Requesting a refill for my meds This is urgent.,prescription_refill,3.179
I need help with a billing dispute Much appreciated.,billing_query,8.932
Please cancel my visit with Dr. Smith,cancel_appointment,5.736
Much appreciated. Can you send me my blood test results,lab_results,9.576
Whenever possible. Why was I charged for that visit,billing_query,5.194
Much appreciated. I'm experiencing chest pain and shortness of breath,symptom_check,8.896
Please process my prescription refill Not happy with the delay.,prescription_refill,3.590
I need a refill for my blood pressure medication Not happy with the delay.,prescription_refill,2.087
Requesting a refill for my meds Okay.,prescription_refill,4.793
Are my test results available This is urgent.,lab_results,2.290
"That helps, thanks. Why was I charged for that visit",billing_query,9.661
"I've had a fever and cough for two days, what should I do",symptom_check,4.178
Much appreciated. Please cancel my visit with Dr. Smith,cancel_appointment,8.760
Book an appointment for a physical exam No rush.,book_appointment,5.148
I need a refill for my blood pressure medication Thank you!,prescription_refill,8.288
Have my lab results come in yet Please respond ASAP.,lab_results,1.735
I have a question about my medical bill No rush.,billing_query,6.203
Requesting a refill for my meds This is urgent.,prescription_refill,2.285
I want to know the outcome of my recent labs Thank you!,lab_results,10.000
I'm experiencing chest pain and shortness of breath No rush.,symptom_check,5.929
"I can't make my appointment, cancel it I'm very worried.",cancel_appointment,1.037
Why was I charged for that visit Thank you!,billing_query,8.444
No rush. I need to book an appointment with my primary care doctor,book_appointment,4.586
Can you refill my prescription for insulin Whenever possible.,prescription_refill,5.812
"Please cancel my visit with Dr. Smith That helps, thanks.",cancel_appointment,7.847
I need a refill for my blood pressure medication I'm very worried.,prescription_refill,2.777
"I can't make my appointment, cancel it Whenever possible.",cancel_appointment,5.353
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,4.846
Not happy with the delay. Have my lab results come in yet,lab_results,1.585
"That helps, thanks. Why was I charged for that visit",billing_query,7.338
"Thank you! I can't make my appointment, cancel it",cancel_appointment,8.417
Please explain this insurance charge Much appreciated.,billing_query,10.000
Can you refill my prescription for insulin I'm very worried.,prescription_refill,1.995
Please respond ASAP. Are my test results available,lab_results,0.212
I have a question about my medical bill Whenever possible.,billing_query,5.231
Have my lab results come in yet This is urgent.,lab_results,0.519
Thank you! I need to book an appointment with my primary care doctor,book_appointment,7.787
"Can you send me my blood test results That helps, thanks.",lab_results,9.141
No rush. I have a sore throat and swollen glands,symptom_check,5.662
I need to book an appointment with my primary care doctor 🙂,book_appointment,7.539
I need to book an appointment with my primary care doctor,book_appointment,5.554
Okay. Can you refill my prescription for insulin,prescription_refill,4.463
I need a refill for my blood pressure medication Whenever possible.,prescription_refill,5.874
Can I schedule a checkup for next week This is urgent.,book_appointment,1.611
Please respond ASAP. Cancel my scheduled appointment,cancel_appointment,2.262
I need help with a billing dispute Much appreciated.,billing_query,8.378
Can I schedule a checkup for next week Much appreciated.,book_appointment,9.734
No rush. Can you send me my blood test results,lab_results,6.754
I'm very worried. I need a refill for my blood pressure medication,prescription_refill,1.330
Whenever possible. Book an appointment for a physical exam,book_appointment,6.101
Okay. Have my lab results come in yet,lab_results,6.813
Why was I charged for that visit Much appreciated.,billing_query,8.869
Please explain this insurance charge No rush.,billing_query,5.792
I want to see a doctor about a routine visit Please respond ASAP.,book_appointment,2.795
"Please respond ASAP. My child has a rash and a fever, is this serious",symptom_check,1.558
"I've had a fever and cough for two days, what should I do That helps, thanks.",symptom_check,9.843
"No rush. I can't make my appointment, cancel it",cancel_appointment,4.566
"🙂 I can't make my appointment, cancel it",cancel_appointment,9.013
"That helps, thanks. Please process my prescription refill",prescription_refill,8.869
Why was I charged for that visit Okay.,billing_query,5.109
No rush. I want to see a doctor about a routine visit,book_appointment,4.925
Thank you! Can I schedule a checkup for next week,book_appointment,7.435
This is urgent. I want to see a doctor about a routine visit,book_appointment,3.443
Please process my prescription refill Thank you!,prescription_refill,8.242
🙂 I need to cancel my appointment tomorrow,cancel_appointment,7.439
Whenever possible. I need help with a billing dispute,billing_query,5.863
"I have a question about my medical bill That helps, thanks.",billing_query,9.406
Book an appointment for a physical exam Whenever possible.,book_appointment,5.778
Not happy with the delay. Have my lab results come in yet,lab_results,0.000
I have a sore throat and swollen glands 🙂,symptom_check,8.927
This is urgent. Please process my prescription refill,prescription_refill,0.534
I'm experiencing chest pain and shortness of breath Whenever possible.,symptom_check,4.452
🙂 I have a question about my medical bill,billing_query,9.243
I need to cancel my appointment tomorrow No rush.,cancel_appointment,5.385
I need help with a billing dispute,billing_query,4.763
Not happy with the delay. I want to see a doctor about a routine visit,book_appointment,1.970
I need to book an appointment with my primary care doctor Not happy with the delay.,book_appointment,1.405
Please explain this insurance charge,billing_query,5.206
"Thank you! I can't make my appointment, cancel it",cancel_appointment,9.115
I need to book an appointment with my primary care doctor 🙂,book_appointment,8.609
I need a refill for my blood pressure medication This is urgent.,prescription_refill,1.962
Why was I charged for that visit This is urgent.,billing_query,1.226
I'm very worried. Please explain this insurance charge,billing_query,0.606
Can you refill my prescription for insulin This is urgent.,prescription_refill,0.798
Please process my prescription refill Please respond ASAP.,prescription_refill,1.783
I'm experiencing chest pain and shortness of breath,symptom_check,4.568
"Please respond ASAP. I can't make my appointment, cancel it",cancel_appointment,2.626
Why was I charged for that visit,billing_query,5.251
🙂 I need to cancel my appointment tomorrow,cancel_appointment,9.648
"Please respond ASAP. I can't make my appointment, cancel it",cancel_appointment,0.000
I have a sore throat and swollen glands This is urgent.,symptom_check,0.836
Not happy with the delay. Book an appointment for a physical exam,book_appointment,2.159
"Can you refill my prescription for insulin That helps, thanks.",prescription_refill,7.681
🙂 Book an appointment for a physical exam,book_appointment,9.019
"Whenever possible. I can't make my appointment, cancel it",cancel_appointment,4.381
This is urgent. Please explain this insurance charge,billing_query,0.000
I'm very worried. I want to know the outcome of my recent labs,lab_results,0.751
Please process my prescription refill Thank you!,prescription_refill,8.164
I'm experiencing chest pain and shortness of breath Thank you!,symptom_check,9.110
Much appreciated. Cancel my scheduled appointment,cancel_appointment,7.914
I'm very worried. Why was I charged for that visit,billing_query,2.570
I need a refill for my blood pressure medication Okay.,prescription_refill,3.527
Thank you! Can I schedule a checkup for next week,book_appointment,10.000
This is urgent. Please explain this insurance charge,billing_query,2.536
Are my test results available,lab_results,4.524
Can I schedule a checkup for next week No rush.,book_appointment,5.851
Please respond ASAP. I want to know the outcome of my recent labs,lab_results,2.781
This is urgent. Requesting a refill for my meds,prescription_refill,3.161
I have a question about my medical bill 🙂,billing_query,9.111
Can you refill my prescription for insulin 🙂,prescription_refill,7.663
Can you send me my blood test results No rush.,lab_results,5.756
Please process my prescription refill No rush.,prescription_refill,5.883
"My child has a rash and a fever, is this serious I'm very worried.",symptom_check,2.083
I need a refill for my blood pressure medication,prescription_refill,4.829
Much appreciated. Have my lab results come in yet,lab_results,7.426
I'm very worried. I need to book an appointment with my primary care doctor,book_appointment,1.835
Whenever possible. I have a sore throat and swollen glands,symptom_check,6.398
Are my test results available Okay.,lab_results,5.508
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,5.912
Whenever possible. Book an appointment for a physical exam,book_appointment,6.040
I need to book an appointment with my primary care doctor Please respond ASAP.,book_appointment,1.019
Are my test results available,lab_results,4.491
Thank you! I need a refill for my blood pressure medication,prescription_refill,7.554
I want to know the outcome of my recent labs Please respond ASAP.,lab_results,2.089
"My child has a rash and a fever, is this serious I'm very worried.",symptom_check,1.579
Are my test results available,lab_results,3.695
Cancel my scheduled appointment This is urgent.,cancel_appointment,2.950
I need to cancel my appointment tomorrow I'm very worried.,cancel_appointment,0.630
I need help with a billing dispute 🙂,billing_query,10.000
Are my test results available I'm very worried.,lab_results,0.323
Why was I charged for that visit Thank you!,billing_query,7.956
Can I schedule a checkup for next week Not happy with the delay.,book_appointment,2.812
"I can't make my appointment, cancel it This is urgent.",cancel_appointment,1.911
Please respond ASAP. Have my lab results come in yet,lab_results,0.000
"I want to see a doctor about a routine visit That helps, thanks.",book_appointment,8.188
Okay. Please cancel my visit with Dr. Smith,cancel_appointment,6.002
I'm experiencing chest pain and shortness of breath This is urgent.,symptom_check,0.777
"I've had a fever and cough for two days, what should I do This is urgent.",symptom_check,2.223
Can you send me my blood test results Whenever possible.,lab_results,6.180
I need to book an appointment with my primary care doctor Please respond ASAP.,book_appointment,1.025
I need to book an appointment with my primary care doctor Whenever possible.,book_appointment,5.123
I have a sore throat and swollen glands,symptom_check,5.258
Have my lab results come in yet 🙂,lab_results,6.409
"My child has a rash and a fever, is this serious This is urgent.",symptom_check,2.307
Thank you! Book an appointment for a physical exam,book_appointment,8.026
"I can't make my appointment, cancel it Thank you!",cancel_appointment,9.586
I need help with a billing dispute This is urgent.,billing_query,0.015
I'm very worried. I want to see a doctor about a routine visit,book_appointment,0.331
Please process my prescription refill Okay.,prescription_refill,5.764
I need help with a billing dispute I'm very worried.,billing_query,2.148
This is urgent. I have a sore throat and swollen glands,symptom_check,2.674
Thank you! I'm experiencing chest pain and shortness of breath,symptom_check,7.600
Cancel my scheduled appointment,cancel_appointment,6.053
I'm very worried. I need to cancel my appointment tomorrow,cancel_appointment,0.444
Whenever possible. I need help with a billing dispute,billing_query,3.557
I need to book an appointment with my primary care doctor,book_appointment,5.708
I need to cancel my appointment tomorrow Please respond ASAP.,cancel_appointment,3.026
No rush. I need to book an appointment with my primary care doctor,book_appointment,3.563
I'm very worried. I want to know the outcome of my recent labs,lab_results,2.001
Are my test results available Not happy with the delay.,lab_results,1.307
I'm very worried. Have my lab results come in yet,lab_results,0.976
Not happy with the delay. Requesting a refill for my meds,prescription_refill,1.444
Can you send me my blood test results Thank you!,lab_results,8.836
Please respond ASAP. I'm experiencing chest pain and shortness of breath,symptom_check,3.574
I'm experiencing chest pain and shortness of breath Thank you!,symptom_check,9.832
I'm very worried. I have a sore throat and swollen glands,symptom_check,0.000
"I can't make my appointment, cancel it Please respond ASAP.",cancel_appointment,3.180
Can I schedule a checkup for next week Whenever possible.,book_appointment,3.998
Okay. I need to book an appointment with my primary care doctor,book_appointment,4.746
This is urgent. Can you send me my blood test results,lab_results,4.036
🙂 Please cancel my visit with Dr. Smith,cancel_appointment,10.000
Please cancel my visit with Dr. Smith I'm very worried.,cancel_appointment,2.236
"That helps, thanks. I need to cancel my appointment tomorrow",cancel_appointment,7.478
"My child has a rash and a fever, is this serious Much appreciated.",symptom_check,9.706
I need a refill for my blood pressure medication Thank you!,prescription_refill,7.447
Please explain this insurance charge,billing_query,7.028
Can you refill my prescription for insulin This is urgent.,prescription_refill,1.109
Please explain this insurance charge Please respond ASAP.,billing_query,2.356
I need a refill for my blood pressure medication,prescription_refill,3.197
Cancel my scheduled appointment Not happy with the delay.,cancel_appointment,2.498
Can I schedule a checkup for next week Okay.,book_appointment,6.006
Can you send me my blood test results,lab_results,3.377
"That helps, thanks. I can't make my appointment, cancel it",cancel_appointment,8.798
"My child has a rash and a fever, is this serious Thank you!",symptom_check,9.246
Please process my prescription refill No rush.,prescription_refill,4.965
I want to see a doctor about a routine visit,book_appointment,5.300
I'm very worried. Please cancel my visit with Dr. Smith,cancel_appointment,0.679
I have a sore throat and swollen glands Not happy with the delay.,symptom_check,3.146
Not happy with the delay. I'm experiencing chest pain and shortness of breath,symptom_check,1.391
"I can't make my appointment, cancel it 🙂",cancel_appointment,10.000
Are my test results available Whenever possible.,lab_results,4.592
🙂 Can you send me my blood test results,lab_results,8.815
I need a refill for my blood pressure medication Whenever possible.,prescription_refill,5.912
"I've had a fever and cough for two days, what should I do Thank you!",symptom_check,9.466
No rush. I have a question about my medical bill,billing_query,3.629
"I need to cancel my appointment tomorrow That helps, thanks.",cancel_appointment,8.894
Please explain this insurance charge Much appreciated.,billing_query,8.825
Please explain this insurance charge,billing_query,4.306
Are my test results available Thank you!,lab_results,8.995
I need a refill for my blood pressure medication No rush.,prescription_refill,6.057
🙂 Please process my prescription refill,prescription_refill,9.913
Whenever possible. Please cancel my visit with Dr. Smith,cancel_appointment,4.917
No rush. I have a question about my medical bill,billing_query,5.672
Requesting a refill for my meds Okay.,prescription_refill,6.036
"My child has a rash and a fever, is this serious Much appreciated.",symptom_check,7.070
Okay. I need help with a billing dispute,billing_query,5.041
Book an appointment for a physical exam I'm very worried.,book_appointment,2.053
I want to know the outcome of my recent labs Not happy with the delay.,lab_results,0.000
I'm very worried. Why was I charged for that visit,billing_query,2.986
Can I schedule a checkup for next week Much appreciated.,book_appointment,8.720
"I can't make my appointment, cancel it",cancel_appointment,5.377
Thank you! Can you refill my prescription for insulin,prescription_refill,9.103
Can you refill my prescription for insulin Please respond ASAP.,prescription_refill,0.790
"I'm very worried. I've had a fever and cough for two days, what should I do",symptom_check,0.000
Please cancel my visit with Dr. Smith,cancel_appointment,5.978
Thank you! I need to cancel my appointment tomorrow,cancel_appointment,7.504
Whenever possible. Requesting a refill for my meds,prescription_refill,4.472
Whenever possible. Requesting a refill for my meds,prescription_refill,5.154
Have my lab results come in yet No rush.,lab_results,4.286
Whenever possible. I have a question about my medical bill,billing_query,5.766
Please respond ASAP. Book an appointment for a physical exam,book_appointment,0.684
I want to know the outcome of my recent labs Thank you!,lab_results,9.089
I need a refill for my blood pressure medication,prescription_refill,5.916
No rush. I have a question about my medical bill,billing_query,5.798
"Please respond ASAP. I've had a fever and cough for two days, what should I do",symptom_check,3.984
Please cancel my visit with Dr. Smith 🙂,cancel_appointment,9.464
Whenever possible. Can you refill my prescription for insulin,prescription_refill,5.575
"I've had a fever and cough for two days, what should I do Whenever possible.",symptom_check,6.749
I want to see a doctor about a routine visit Thank you!,book_appointment,9.336
Much appreciated. Can I schedule a checkup for next week,book_appointment,9.601
Have my lab results come in yet,lab_results,4.641
Have my lab results come in yet This is urgent.,lab_results,3.095
I need a refill for my blood pressure medication Okay.,prescription_refill,4.923
This is urgent. Requesting a refill for my meds,prescription_refill,1.557
Are my test results available 🙂,lab_results,9.176
Okay. Requesting a refill for my meds,prescription_refill,3.641
I have a question about my medical bill Whenever possible.,billing_query,4.327
"I've had a fever and cough for two days, what should I do Whenever possible.",symptom_check,3.891
I need to book an appointment with my primary care doctor No rush.,book_appointment,5.625
Please explain this insurance charge 🙂,billing_query,10.000
"Can you send me my blood test results That helps, thanks.",lab_results,7.720
Thank you! Please explain this insurance charge,billing_query,9.981
Cancel my scheduled appointment,cancel_appointment,4.358
Are my test results available Not happy with the delay.,lab_results,0.617
"Please process my prescription refill That helps, thanks.",prescription_refill,8.346
"Cancel my scheduled appointment That helps, thanks.",cancel_appointment,10.000
Can I schedule a checkup for next week Please respond ASAP.,book_appointment,0.813
Please respond ASAP. I need a refill for my blood pressure medication,prescription_refill,2.588
Cancel my scheduled appointment Much appreciated.,cancel_appointment,9.757
Whenever possible. I want to know the outcome of my recent labs,lab_results,4.728
"That helps, thanks. I need to cancel my appointment tomorrow",cancel_appointment,9.262
Requesting a refill for my meds Okay.,prescription_refill,4.688
No rush. I want to see a doctor about a routine visit,book_appointment,4.355
"Not happy with the delay. I've had a fever and cough for two days, what should I do",symptom_check,0.153
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,4.147
I need help with a billing dispute 🙂,billing_query,7.433
Please explain this insurance charge This is urgent.,billing_query,2.712
Requesting a refill for my meds Okay.,prescription_refill,5.111
"Please respond ASAP. I've had a fever and cough for two days, what should I do",symptom_check,3.555
🙂 Can you refill my prescription for insulin,prescription_refill,8.196
Please cancel my visit with Dr. Smith,cancel_appointment,5.147
Why was I charged for that visit Not happy with the delay.,billing_query,0.538
I need a refill for my blood pressure medication Whenever possible.,prescription_refill,3.312
"I need a refill for my blood pressure medication That helps, thanks.",prescription_refill,9.646
I have a question about my medical bill Okay.,billing_query,4.591
No rush. Book an appointment for a physical exam,book_appointment,4.497
"That helps, thanks. I have a question about my medical bill",billing_query,10.000
"I've had a fever and cough for two days, what should I do Thank you!",symptom_check,7.722
This is urgent. Can you send me my blood test results,lab_results,1.493
I want to know the outcome of my recent labs This is urgent.,lab_results,1.313
"That helps, thanks. Book an appointment for a physical exam",book_appointment,10.000
I need to book an appointment with my primary care doctor Much appreciated.,book_appointment,8.313
Okay. Can I schedule a checkup for next week,book_appointment,4.186
Can I schedule a checkup for next week Not happy with the delay.,book_appointment,1.644
"I can't make my appointment, cancel it No rush.",cancel_appointment,5.476
Okay. I have a question about my medical bill,billing_query,6.264
"🙂 I can't make my appointment, cancel it",cancel_appointment,9.118
Please process my prescription refill No rush.,prescription_refill,5.390
Whenever possible. Requesting a refill for my meds,prescription_refill,4.577
Why was I charged for that visit I'm very worried.,billing_query,0.000
I want to see a doctor about a routine visit Whenever possible.,book_appointment,3.870
I'm very worried. I want to see a doctor about a routine visit,book_appointment,2.763
Please respond ASAP. I need a refill for my blood pressure medication,prescription_refill,0.314
Please respond ASAP. Please process my prescription refill,prescription_refill,1.860
Requesting a refill for my meds I'm very worried.,prescription_refill,2.740
"Are my test results available That helps, thanks.",lab_results,10.000
I have a question about my medical bill Thank you!,billing_query,9.586
I have a sore throat and swollen glands Much appreciated.,symptom_check,9.500
Please explain this insurance charge I'm very worried.,billing_query,3.040
Can you refill my prescription for insulin No rush.,prescription_refill,6.887
Requesting a refill for my meds I'm very worried.,prescription_refill,0.550
I'm very worried. Cancel my scheduled appointment,cancel_appointment,1.047
Are my test results available Much appreciated.,lab_results,9.194
Can I schedule a checkup for next week Much appreciated.,book_appointment,9.161
"That helps, thanks. I need to cancel my appointment tomorrow",cancel_appointment,10.000
Thank you! I want to know the outcome of my recent labs,lab_results,7.425
Why was I charged for that visit,billing_query,4.309
I want to see a doctor about a routine visit,book_appointment,5.974
I have a question about my medical bill Whenever possible.,billing_query,5.142
Please respond ASAP. Can you send me my blood test results,lab_results,1.975
Please explain this insurance charge Okay.,billing_query,4.710
